Last,First,Age,Pos,Team,Level,Bat,Throw,Run,Arm,IF_Rng,OF_Rng,Fld,F_P,F_C,F_1B,F_2B,F_3B,F_SS,F_LF,F_CF,F_RF,B_AB,B_H,B_B2,B_B3,B_HR,B_BB,B_SO,vL_AVG,vL_OBP,vL_SLG,vR_AVG,vR_OBP,vR_SLG,Pull,Middle,Opp,B_GB,END,P_AB,P_H,P_B2,P_B3,P_HR,P_BB,P_SO,P1,P1_Qual,P1_vL_AVG,P1_vL_OBP,P1_vL_SLG,P1_vR_AVG,P1_vR_OBP,P1_vR_SLG,P2,P2_Qual,P2_vL_AVG,P2_vL_OBP,P2_vL_SLG,P2_vR_AVG,P2_vR_OBP,P2_vR_SLG,P3,P3_Qual,P3_vL_AVG,P3_vL_OBP,P3_vL_SLG,P3_vR_AVG,P3_vR_OBP,P3_vR_SLG,P4,P4_Qual,P4_vL_AVG,P4_vL_OBP,P4_vL_SLG,P4_vR_AVG,P4_vR_OBP,P4_vR_SLG,P5,P5_Qual,P5_vL_AVG,P5_vL_OBP,P5_vL_SLG,P5_vR_AVG,P5_vR_OBP,P5_vR_SLG,P6,P6_Qual,P6_vL_AVG,P6_vL_OBP,P6_vL_SLG,P6_vR_AVG,P6_vR_OBP,P6_vR_SLG,P_GB,
Lawrence,Mark,33,P,EDMO,ML,L,R,2.85,8.52,3.26,3.28,0.980,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,13,4,0,1,6,41,0.124,0.172,0.189,0.136,0.187,0.211,0.452,0.286,0.262,0.73,8.00,600,155,21,2,12,52,106,Fastball,0.30,0.240,0.301,0.349,0.231,0.289,0.330,Curve,0.23,0.261,0.321,0.370,0.251,0.309,0.351,Slider,0.24,0.272,0.333,0.381,0.263,0.321,0.363,Sinker,0.23,0.285,0.346,0.394,0.276,0.334,0.375,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,58.86,
Trapasso,Elton,24,P,SUGR,AAA,L,L,1.96,8.65,4.84,2.13,0.987,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,3,1,1,3,44,0.141,0.163,0.212,0.159,0.186,0.248,0.357,0.491,0.153,0.52,3.19,600,155,30,3,18,47,178,Fastball,0.20,0.224,0.276,0.369,0.233,0.288,0.387,Curve,0.17,0.244,0.296,0.389,0.253,0.308,0.407,Slider,0.19,0.255,0.307,0.400,0.264,0.319,0.418,Changeup,0.34,0.262,0.314,0.407,0.271,0.326,0.425,Sinker,0.09,0.309,0.362,0.454,0.318,0.373,0.472,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,54.26,
Grimes,Ed,32,P,NORW,A,R,R,2.71,9.08,3.52,2.71,0.980,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,4,0,0,4,30,0.146,0.181,0.193,0.134,0.165,0.167,0.250,0.376,0.374,0.73,7.65,600,159,28,3,16,48,110,Fastball,0.15,0.239,0.295,0.382,0.225,0.277,0.355,Curve,0.24,0.260,0.316,0.403,0.246,0.298,0.376,Slider,0.23,0.273,0.329,0.416,0.259,0.312,0.389,Changeup,0.28,0.283,0.339,0.426,0.269,0.322,0.399,Sinker,0.09,0.327,0.383,0.471,0.313,0.366,0.443,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,61.68,
Quirino,Ken,22,P,SUGR,AAA,R,L,2.55,9.35,4.24,3.85,0.985,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,4,1,1,3,41,0.175,0.201,0.270,0.165,0.188,0.250,0.306,0.481,0.213,0.64,5.10,600,143,29,3,17,59,173,Fastball,0.32,0.208,0.274,0.343,0.224,0.294,0.373,Curve,0.26,0.228,0.294,0.363,0.244,0.314,0.394,Slider,0.24,0.241,0.307,0.376,0.257,0.327,0.406,Changeup,0.18,0.258,0.324,0.392,0.273,0.344,0.423,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,41.26,
Sadler,Benito,37,3B,WISC,A,R,R,3.20,5.32,2.09,1.96,0.988,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,600,191,35,4,34,78,55,0.325,0.406,0.575,0.310,0.386,0.544,0.464,0.376,0.159,0.51,1.31,84,30,8,1,5,30,6,Fastball,1.00,0.369,0.540,0.673,0.356,0.523,0.647,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,33.00,
McCollum,Benji,26,P,SUGR,ML,L,R,2.26,9.07,4.95,3.19,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,4,0,1,5,21,0.162,0.199,0.223,0.178,0.220,0.257,0.373,0.527,0.100,0.58,7.58,600,128,19,2,11,49,197,Fastball,0.24,0.194,0.255,0.294,0.182,0.239,0.269,Curve,0.29,0.214,0.275,0.315,0.202,0.259,0.289,Changeup,0.40,0.226,0.287,0.326,0.213,0.270,0.300,Split Finger,0.06,0.299,0.360,0.399,0.286,0.343,0.373,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,65.39,
Carpenter,Darrell,27,P,SUGR,AAA,R,R,2.87,8.05,4.88,3.13,0.980,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,3,1,1,4,24,0.156,0.190,0.241,0.144,0.176,0.219,0.315,0.354,0.331,0.72,8.00,600,167,26,3,15,47,66,Fastball,0.32,0.265,0.320,0.401,0.248,0.298,0.368,Slider,0.21,0.286,0.341,0.422,0.269,0.319,0.389,Changeup,0.35,0.294,0.349,0.430,0.277,0.327,0.397,Forkball,0.12,0.328,0.383,0.464,0.311,0.361,0.431,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,68.42,
Fair,Marvin,24,P,SUGR,AAA,L,R,1.36,8.72,4.37,2.81,0.984,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,2,0,1,5,33,0.152,0.190,0.194,0.168,0.210,0.226,0.311,0.425,0.264,0.73,4.35,600,164,27,3,16,58,83,Fastball,0.18,0.248,0.314,0.390,0.234,0.296,0.362,Curve,0.31,0.269,0.336,0.411,0.256,0.318,0.384,Slider,0.28,0.283,0.349,0.425,0.269,0.331,0.397,Changeup,0.18,0.302,0.368,0.443,0.288,0.350,0.416,Knuckleball,0.05,0.386,0.453,0.528,0.372,0.435,0.500,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,44.79,
Charles,Slim,21,SS,LOUI,AA,L,R,2.54,8.31,3.70,2.44,0.996,0.00,0.20,0.00,0.00,1.00,1.00,0.00,0.00,0.00,600,173,29,2,35,70,90,0.280,0.352,0.501,0.297,0.374,0.536,0.353,0.396,0.250,0.43,2.20,84,30,8,1,5,30,6,Fastball,1.00,0.368,0.539,0.672,0.356,0.524,0.648,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,52.70,
Watkins,Jason,31,P,SUGR,AAA,R,R,2.15,8.43,4.31,3.67,0.987,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,2,0,1,3,36,0.167,0.194,0.224,0.153,0.175,0.196,0.186,0.519,0.295,0.73,5.77,600,152,29,3,17,68,104,Fastball,0.27,0.236,0.314,0.387,0.224,0.298,0.362,Curve,0.23,0.256,0.334,0.407,0.244,0.318,0.382,Slider,0.19,0.271,0.348,0.421,0.258,0.332,0.396,Changeup,0.30,0.276,0.354,0.427,0.263,0.338,0.402,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,52.01,
Belcher,Gene,32,1B,HILL,ML,R,R,4.15,2.84,4.06,5.12,0.969,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.01,1.00,600,185,42,4,28,56,84,0.312,0.372,0.539,0.303,0.361,0.521,0.417,0.323,0.260,0.37,1.33,84,30,8,1,5,30,6,Fastball,1.00,0.370,0.542,0.676,0.354,0.521,0.644,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,56.58,
Farro,Bill,23,P,HILL,AAA,R,R,2.24,8.56,3.87,2.74,0.981,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,3,1,1,5,39,0.168,0.210,0.256,0.152,0.190,0.224,0.224,0.439,0.337,0.66,3.71,600,165,26,3,15,48,122,Fastball,0.23,0.255,0.311,0.390,0.238,0.288,0.355,Curve,0.19,0.275,0.331,0.410,0.258,0.308,0.375,Slider,0.24,0.286,0.342,0.421,0.268,0.319,0.386,Sinker,0.18,0.302,0.358,0.437,0.284,0.335,0.402,Forkball,0.16,0.315,0.371,0.450,0.297,0.348,0.415,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,55.40,
Graves,Terry,28,P,HILL,AA,R,R,3.95,8.50,3.65,3.22,0.982,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,3,1,0,5,38,0.148,0.191,0.206,0.132,0.171,0.174,0.351,0.474,0.175,0.59,7.73,600,151,47,5,27,63,142,Slider,0.49,0.247,0.321,0.489,0.227,0.296,0.450,Changeup,0.36,0.267,0.341,0.509,0.248,0.316,0.471,Sinker,0.15,0.295,0.369,0.538,0.276,0.345,0.499,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,55.50,
Austin,Ed,32,C,HILL,ML,R,R,3.01,7.73,2.10,3.20,0.985,0.00,1.00,0.56,0.00,0.00,0.00,1.00,1.00,1.00,600,142,27,2,48,97,147,0.244,0.351,0.542,0.230,0.334,0.516,0.508,0.262,0.231,0.44,2.77,84,30,8,1,5,30,6,Fastball,1.00,0.368,0.539,0.671,0.356,0.524,0.648,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,48.31,
Black,Coffee,38,P,ROME,A,R,R,2.30,9.34,4.04,3.66,0.987,1.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,100,13,2,0,1,5,38,0.138,0.182,0.197,0.122,0.161,0.163,0.202,0.567,0.231,0.69,3.49,600,135,21,2,12,45,225,Fastball,0.25,0.202,0.258,0.310,0.189,0.241,0.284,Slider,0.31,0.222,0.278,0.330,0.209,0.262,0.305,Changeup,0.17,0.241,0.297,0.349,0.228,0.281,0.324,Sinker,0.13,0.258,0.314,0.366,0.245,0.298,0.341,Forkball,0.15,0.265,0.321,0.373,0.252,0.305,0.348,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,73.77,
Ferioli,Dan,32,P,HILL,ML,L,L,2.25,9.06,3.55,3.31,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,2,1,0,5,25,0.153,0.191,0.186,0.167,0.209,0.214,0.288,0.401,0.312,0.66,7.59,600,155,24,3,14,50,154,Fastball,0.24,0.226,0.280,0.334,0.243,0.303,0.368,Curve,0.25,0.246,0.300,0.354,0.263,0.323,0.388,Slider,0.25,0.258,0.313,0.366,0.276,0.335,0.401,Changeup,0.27,0.269,0.324,0.377,0.286,0.346,0.412,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,47.06,
Closs,Dave,25,P,HILL,AAA,R,R,3.59,8.58,4.74,3.66,0.993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,3,0,0,5,33,0.168,0.210,0.205,0.152,0.190,0.175,0.280,0.637,0.084,0.64,6.00,600,162,32,4,19,58,50,Fastball,0.33,0.254,0.320,0.420,0.240,0.302,0.392,Curve,0.30,0.274,0.340,0.440,0.260,0.322,0.412,Changeup,0.25,0.288,0.354,0.454,0.274,0.336,0.426,Sinker,0.11,0.320,0.386,0.486,0.306,0.368,0.458,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,57.31,
Green,Charlie,25,RF,HILL,AA,L,L,2.36,4.95,1.11,0.99,0.975,0.00,0.00,1.00,0.24,1.00,0.00,0.00,0.00,0.99,600,164,30,0,2,55,38,0.266,0.324,0.318,0.282,0.345,0.350,0.355,0.450,0.196,0.61,1.18,84,30,8,1,5,30,6,Fastball,1.00,0.354,0.521,0.644,0.370,0.542,0.676,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,55.61,
Donovan,Wedge,24,P,HILL,ML,R,R,3.12,9.13,2.79,3.32,0.987,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,4,1,1,4,31,0.168,0.203,0.267,0.152,0.182,0.233,0.361,0.379,0.261,0.56,5.22,600,149,15,2,9,51,140,Fastball,0.33,0.239,0.301,0.321,0.224,0.281,0.290,Curve,0.23,0.260,0.321,0.341,0.245,0.302,0.311,Changeup,0.44,0.268,0.329,0.349,0.253,0.310,0.318,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,66.11,
Dallas,Larry,27,RF,FA,A,R,R,4.11,4.06,3.67,5.14,0.981,0.00,0.00,0.06,0.00,0.00,0.00,0.32,0.00,1.00,600,161,27,1,30,62,118,0.277,0.347,0.483,0.261,0.327,0.451,0.335,0.381,0.284,0.56,2.77,84,30,8,1,5,30,6,Fastball,1.00,0.370,0.541,0.675,0.354,0.521,0.644,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,38.51,
Lane,Somerset,36,RF,HILL,ML,R,R,7.27,8.15,5.97,6.73,0.985,0.00,0.00,0.02,1.00,1.00,0.00,0.03,1.00,1.00,600,194,55,5,25,63,60,0.331,0.398,0.572,0.316,0.378,0.542,0.369,0.364,0.266,0.45,2.94,84,30,8,1,5,30,6,Fastball,1.00,0.370,0.541,0.675,0.355,0.522,0.645,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,39.01,
Sturtevant,Kelly,23,2B,HILL,AA,R,R,3.04,3.54,1.91,1.81,0.994,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,600,164,40,2,15,35,40,0.282,0.324,0.437,0.265,0.303,0.404,0.292,0.399,0.310,0.73,2.68,84,30,8,1,5,30,6,Fastball,1.00,0.368,0.539,0.671,0.356,0.524,0.648,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,45.16,
Tran,Bobby,32,P,HILL,ML,R,L,1.12,8.94,2.28,2.14,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,4,1,0,4,26,0.148,0.184,0.216,0.132,0.163,0.184,0.305,0.550,0.144,0.54,6.27,600,148,33,4,19,29,160,Fastball,0.32,0.218,0.250,0.372,0.231,0.267,0.398,Curve,0.23,0.238,0.271,0.393,0.251,0.288,0.419,Slider,0.21,0.251,0.284,0.406,0.264,0.301,0.432,Sinker,0.23,0.261,0.294,0.415,0.274,0.311,0.442,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,66.16,
Gilday,Cruz,22,P,HILL,AAA,R,R,1.79,9.04,2.16,3.85,0.983,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,4,1,1,3,33,0.156,0.183,0.253,0.144,0.167,0.227,0.269,0.482,0.248,0.59,3.94,600,154,26,3,15,58,155,Fastball,0.46,0.248,0.315,0.382,0.236,0.300,0.358,Slider,0.20,0.272,0.339,0.406,0.260,0.323,0.381,Changeup,0.34,0.277,0.345,0.411,0.265,0.329,0.387,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,63.95,
McCarthy,Malcom,23,1B,NORW,AAA,L,L,3.45,4.14,3.44,3.86,0.995,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,600,173,29,7,14,40,65,0.280,0.322,0.415,0.296,0.343,0.447,0.288,0.549,0.163,0.50,2.81,84,30,8,1,5,30,6,Fastball,1.00,0.354,0.521,0.644,0.370,0.542,0.676,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,52.44,
Pena,Don,29,P,HILL,AAA,R,R,1.52,9.13,2.74,3.30,0.991,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,2,1,1,3,31,0.166,0.192,0.242,0.154,0.177,0.218,0.342,0.374,0.284,0.58,7.47,600,177,29,3,17,45,96,Fastball,0.47,0.288,0.339,0.438,0.273,0.320,0.408,Curve,0.26,0.310,0.361,0.460,0.295,0.342,0.430,Sinker,0.27,0.321,0.372,0.471,0.306,0.353,0.441,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,63.70,
McCuistion,Alex,25,P,HILL,ML,R,R,2.98,8.52,3.25,3.91,0.993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,4,0,1,4,33,0.168,0.203,0.246,0.152,0.182,0.214,0.324,0.409,0.267,0.62,3.39,600,162,31,3,18,58,138,Fastball,0.35,0.260,0.326,0.419,0.245,0.307,0.389,Slider,0.28,0.280,0.346,0.439,0.265,0.327,0.410,Changeup,0.37,0.290,0.356,0.450,0.275,0.337,0.420,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,64.57,
Shanklin,Joel,28,P,HILL,AAA,R,R,2.76,8.60,3.83,3.74,0.973,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,2,1,0,6,33,0.167,0.217,0.214,0.153,0.198,0.186,0.196,0.613,0.191,0.65,5.29,600,179,32,3,18,47,115,Fastball,0.17,0.271,0.324,0.434,0.259,0.308,0.409,Curve,0.26,0.292,0.345,0.455,0.280,0.329,0.430,Slider,0.21,0.307,0.360,0.469,0.295,0.344,0.445,Changeup,0.23,0.317,0.370,0.480,0.305,0.355,0.455,Sinker,0.13,0.344,0.396,0.506,0.332,0.381,0.482,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,61.53,
Suyama,Johnny,32,P,IDA,A,L,R,2.77,9.10,2.51,3.21,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,3,0,0,3,45,0.163,0.186,0.187,0.177,0.203,0.213,0.288,0.429,0.283,0.73,7.26,600,161,23,3,14,47,92,Fastball,0.28,0.255,0.312,0.381,0.236,0.287,0.342,Curve,0.20,0.276,0.333,0.401,0.257,0.307,0.362,Slider,0.24,0.286,0.343,0.412,0.267,0.318,0.373,Changeup,0.28,0.296,0.353,0.422,0.277,0.328,0.383,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,69.45,
Brandel,Jody,22,P,HILL,AAA,R,R,3.57,8.57,4.05,3.91,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,2,0,0,4,41,0.145,0.179,0.169,0.135,0.167,0.151,0.247,0.398,0.355,0.73,3.20,600,158,28,3,16,73,160,Fastball,0.51,0.257,0.339,0.403,0.242,0.319,0.372,Curve,0.23,0.281,0.363,0.426,0.265,0.343,0.395,Changeup,0.26,0.291,0.373,0.436,0.275,0.353,0.405,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,59.76,
Agilar,Owen,23,3B,HILL,AAA,S,R,4.55,5.78,3.83,4.38,0.992,0.00,0.00,0.00,0.00,0.79,0.00,1.00,1.00,1.00,600,162,30,5,30,59,72,0.270,0.335,0.482,0.270,0.335,0.483,0.338,0.438,0.224,0.50,1.33,84,30,8,1,5,30,6,Fastball,1.00,0.369,0.540,0.673,0.355,0.523,0.646,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,53.10,
Nader,Maurice,31,SS,HILL,AA,S,R,5.52,4.90,6.50,4.48,0.994,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,600,138,35,1,29,59,99,0.230,0.299,0.439,0.228,0.297,0.437,0.277,0.472,0.251,0.46,2.93,84,30,8,1,5,30,6,Fastball,1.00,0.370,0.541,0.675,0.354,0.521,0.644,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,50.00,
Williams,Wilbert,24,CF,HILL,AAA,S,R,4.82,4.78,5.12,7.43,0.981,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,600,145,34,1,29,77,98,0.240,0.326,0.443,0.242,0.328,0.445,0.492,0.337,0.171,0.39,1.07,84,30,8,1,5,30,6,Fastball,1.00,0.370,0.542,0.676,0.354,0.521,0.644,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,44.52,
Berger,Joe,29,P,HILL,ML,R,R,3.57,8.65,3.41,2.47,0.986,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,2,1,1,4,39,0.157,0.191,0.233,0.143,0.174,0.207,0.199,0.482,0.320,0.64,3.15,600,167,32,4,19,47,107,Fastball,0.31,0.263,0.318,0.428,0.249,0.300,0.400,Curve,0.18,0.285,0.339,0.450,0.271,0.321,0.421,Slider,0.30,0.292,0.347,0.457,0.278,0.329,0.429,Changeup,0.21,0.309,0.364,0.474,0.295,0.345,0.446,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,61.33,
Michlin,Scott,36,3B,HILL,ML,L,R,3.75,5.77,4.46,3.13,0.995,0.00,0.00,0.01,1.00,1.00,0.00,0.00,0.00,0.01,600,204,44,1,14,30,23,0.335,0.364,0.476,0.345,0.378,0.497,0.341,0.607,0.052,0.61,2.00,84,30,8,1,5,30,6,Fastball,1.00,0.370,0.542,0.676,0.354,0.521,0.644,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,46.00,
Fenn,Forrest,26,P,HILL,ML,R,R,1.52,9.42,3.06,2.69,0.986,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,4,0,0,4,27,0.179,0.214,0.229,0.161,0.190,0.191,0.335,0.438,0.227,0.61,7.27,600,140,19,2,11,42,249,Curve,0.21,0.216,0.267,0.313,0.207,0.255,0.295,Slider,0.35,0.238,0.289,0.335,0.228,0.277,0.316,Changeup,0.43,0.250,0.301,0.347,0.241,0.289,0.328,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,65.00,
Karue,Wally,36,P,HILL,ML,R,R,1.76,8.91,4.76,2.37,0.987,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,4,0,1,5,35,0.176,0.217,0.252,0.164,0.202,0.228,0.308,0.420,0.272,0.65,4.79,600,146,18,2,11,57,188,Fastball,0.19,0.218,0.285,0.314,0.205,0.269,0.289,Curve,0.25,0.238,0.306,0.334,0.226,0.289,0.309,Slider,0.23,0.252,0.319,0.348,0.239,0.303,0.322,Changeup,0.17,0.268,0.335,0.364,0.256,0.319,0.339,Forkball,0.15,0.282,0.350,0.378,0.270,0.333,0.353,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,68.43,
Raffe,Jeffrey,25,P,HILL,AA,R,R,2.93,9.15,3.59,3.41,0.989,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,4,0,0,6,40,0.168,0.218,0.217,0.152,0.197,0.183,0.320,0.366,0.314,0.55,6.48,600,155,49,5,29,51,164,Fastball,0.30,0.244,0.304,0.495,0.227,0.283,0.462,Curve,0.24,0.264,0.325,0.515,0.248,0.304,0.483,Slider,0.28,0.275,0.336,0.526,0.259,0.315,0.494,Changeup,0.18,0.295,0.355,0.546,0.278,0.335,0.513,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,36.77,
